name,price,description,sustainability_features,rating_x,number_of_reviews,product_page_url,product_id,url,rating_y,author,date,content,sentiment
"Ergotron – DS100 Quad Monitor Stand for Desk, Four Monitor VESA Mount – for 4 Monitors Up to 24 Inches, 0 to 31 lbs Each",479.00,"Broad compatibility: Fits four screens up to 24 inches diagonal and 31 pounds each; compatible with VESA patterns 75x75mm and 100x100mm
Compact design: Includes 28-inch pole, base, two paraview poles, four sliding monitor brackets and cable management hardware; install displays with 4-degree inward, outward, upward or downward off-set to optimize viewing
Ergonomic comfort: Supports four monitors positioned in a quad formation; customize how you tackle each project with 360 degrees of rotation to view monitors in portrait or landscape mode
Instant upgrade: Keep monitors steady from one low-profile, stable base that frees up more workspace; creates a neat work area with cable management; modular design is easy to customize with accessories
Durable by design: Extensive quality testing ensures your monitors stay stable and secure; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.2 out of 5 stars,45 ratings,https://www.amazon.com/Ergotron-33-324-200-DS100-Quad-Monitor-Stand/dp/B000SUM0LO/ref=sr_1_10?dib=eyJ2IjoiMSJ9.NWFyqGEVkTee2TwuHJroqpnPqab17m4my8yw49uJL198-ApepTjbJb23kcyMAgfI74m4XeLp7wf5XQZk0PvpZ-YTBx-zCO0u_aQOj6Y81IDumgjiFKRlcu3-GinBBPoGPYxC6lF98vBVTEu4N7p7EzYvynQNOi7ZokmXnC778vt-6xJnEfS456wKL0aC-VFryaDWq1UNtiNbwhYZ5ug6QoHsyXDDGicerbJPSJxyhpFg2dmt4DyHV-d3K0Ro7fTuw-RgXNw9Fi9RwFnGaY3ypga50Xwh9yUt4-uc3vG80tU.m710_-ErbkbVsKB4aTjSFdadyKn8Gzrf113uCngdHCw&dib_tag=se&qid=1727752345&rnid=2941120011&s=electronics&sr=1-10&srs=24000582011&th=1,B000SUM0LO,https://www.amazon.com/product-reviews/B000SUM0LO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,five_star,SIBBO,"Reviewed in the United Kingdom on August 1, 2013","Damned expensive, but a fabulous bit of kit!!!I have a clp-on/bolt-on setup at home, with 4x24"" screens, but needed a free-standing setup for work, so as not to interfere with the static desks...  this bit of kit is FABULOUS!!![1] ALLEN KEY supplied to tighten 2 screws to fit vertical pole to the weighted base - very easy!!![2] 2x arms with thumb-screw tighteners - very easy!!![3] 4x mounts with 4x thunbscrews each, so no need for any screwdrivers etc to mount the screens - very easy!!![4] very neat and simple cable tidy - very easy!!![5] height adjustment of arms - very easy!!![6] side adjustment of screens - very easy!!![7] up/down tilt of screens - ""+"" / ""-"" option per base mounting plate, but works fine - very easy!!!All in all, a fab piece of kit, and oh so simple to install - I will now buy a 2nd one for home, to replace the riidculously complicated multi-articulating arm stand I have at the moent.Also, as they're all hanging off one free-standing mount, it's also VERY easy to move the whole thing, whereas stands bolted to a desk are high on impossible to move!!!",2
"Ergotron – DS100 Quad Monitor Stand for Desk, Four Monitor VESA Mount – for 4 Monitors Up to 24 Inches, 0 to 31 lbs Each",479.00,"Broad compatibility: Fits four screens up to 24 inches diagonal and 31 pounds each; compatible with VESA patterns 75x75mm and 100x100mm
Compact design: Includes 28-inch pole, base, two paraview poles, four sliding monitor brackets and cable management hardware; install displays with 4-degree inward, outward, upward or downward off-set to optimize viewing
Ergonomic comfort: Supports four monitors positioned in a quad formation; customize how you tackle each project with 360 degrees of rotation to view monitors in portrait or landscape mode
Instant upgrade: Keep monitors steady from one low-profile, stable base that frees up more workspace; creates a neat work area with cable management; modular design is easy to customize with accessories
Durable by design: Extensive quality testing ensures your monitors stay stable and secure; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.2 out of 5 stars,45 ratings,https://www.amazon.com/Ergotron-33-324-200-DS100-Quad-Monitor-Stand/dp/B000SUM0LO/ref=sr_1_10?dib=eyJ2IjoiMSJ9.NWFyqGEVkTee2TwuHJroqpnPqab17m4my8yw49uJL198-ApepTjbJb23kcyMAgfI74m4XeLp7wf5XQZk0PvpZ-YTBx-zCO0u_aQOj6Y81IDumgjiFKRlcu3-GinBBPoGPYxC6lF98vBVTEu4N7p7EzYvynQNOi7ZokmXnC778vt-6xJnEfS456wKL0aC-VFryaDWq1UNtiNbwhYZ5ug6QoHsyXDDGicerbJPSJxyhpFg2dmt4DyHV-d3K0Ro7fTuw-RgXNw9Fi9RwFnGaY3ypga50Xwh9yUt4-uc3vG80tU.m710_-ErbkbVsKB4aTjSFdadyKn8Gzrf113uCngdHCw&dib_tag=se&qid=1727752345&rnid=2941120011&s=electronics&sr=1-10&srs=24000582011&th=1,B000SUM0LO,https://www.amazon.com/product-reviews/B000SUM0LO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,five_star,SpaceMan,"Reviewed in the United Kingdom on December 3, 2016","Pretty durable. I have two 27"" running of this. Easy to swivel side ways. But once locked in hard to move or tilt screen.",1
"Ergotron – DS100 Quad Monitor Stand for Desk, Four Monitor VESA Mount – for 4 Monitors Up to 24 Inches, 0 to 31 lbs Each",479.00,"Broad compatibility: Fits four screens up to 24 inches diagonal and 31 pounds each; compatible with VESA patterns 75x75mm and 100x100mm
Compact design: Includes 28-inch pole, base, two paraview poles, four sliding monitor brackets and cable management hardware; install displays with 4-degree inward, outward, upward or downward off-set to optimize viewing
Ergonomic comfort: Supports four monitors positioned in a quad formation; customize how you tackle each project with 360 degrees of rotation to view monitors in portrait or landscape mode
Instant upgrade: Keep monitors steady from one low-profile, stable base that frees up more workspace; creates a neat work area with cable management; modular design is easy to customize with accessories
Durable by design: Extensive quality testing ensures your monitors stay stable and secure; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.2 out of 5 stars,45 ratings,https://www.amazon.com/Ergotron-33-324-200-DS100-Quad-Monitor-Stand/dp/B000SUM0LO/ref=sr_1_10?dib=eyJ2IjoiMSJ9.NWFyqGEVkTee2TwuHJroqpnPqab17m4my8yw49uJL198-ApepTjbJb23kcyMAgfI74m4XeLp7wf5XQZk0PvpZ-YTBx-zCO0u_aQOj6Y81IDumgjiFKRlcu3-GinBBPoGPYxC6lF98vBVTEu4N7p7EzYvynQNOi7ZokmXnC778vt-6xJnEfS456wKL0aC-VFryaDWq1UNtiNbwhYZ5ug6QoHsyXDDGicerbJPSJxyhpFg2dmt4DyHV-d3K0Ro7fTuw-RgXNw9Fi9RwFnGaY3ypga50Xwh9yUt4-uc3vG80tU.m710_-ErbkbVsKB4aTjSFdadyKn8Gzrf113uCngdHCw&dib_tag=se&qid=1727752345&rnid=2941120011&s=electronics&sr=1-10&srs=24000582011&th=1,B000SUM0LO,https://www.amazon.com/product-reviews/B000SUM0LO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,five_star,GT,"Reviewed in the United Kingdom on July 12, 2011","This product was delivered to my home in France within 3 days of the order being placed - great service. A very well made stand, albeit a bit expensive. On the plus side it's quality means it should give many years of good service.",1
"Ergotron – DS100 Quad Monitor Stand for Desk, Four Monitor VESA Mount – for 4 Monitors Up to 24 Inches, 0 to 31 lbs Each",479.00,"Broad compatibility: Fits four screens up to 24 inches diagonal and 31 pounds each; compatible with VESA patterns 75x75mm and 100x100mm
Compact design: Includes 28-inch pole, base, two paraview poles, four sliding monitor brackets and cable management hardware; install displays with 4-degree inward, outward, upward or downward off-set to optimize viewing
Ergonomic comfort: Supports four monitors positioned in a quad formation; customize how you tackle each project with 360 degrees of rotation to view monitors in portrait or landscape mode
Instant upgrade: Keep monitors steady from one low-profile, stable base that frees up more workspace; creates a neat work area with cable management; modular design is easy to customize with accessories
Durable by design: Extensive quality testing ensures your monitors stay stable and secure; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.2 out of 5 stars,45 ratings,https://www.amazon.com/Ergotron-33-324-200-DS100-Quad-Monitor-Stand/dp/B000SUM0LO/ref=sr_1_10?dib=eyJ2IjoiMSJ9.NWFyqGEVkTee2TwuHJroqpnPqab17m4my8yw49uJL198-ApepTjbJb23kcyMAgfI74m4XeLp7wf5XQZk0PvpZ-YTBx-zCO0u_aQOj6Y81IDumgjiFKRlcu3-GinBBPoGPYxC6lF98vBVTEu4N7p7EzYvynQNOi7ZokmXnC778vt-6xJnEfS456wKL0aC-VFryaDWq1UNtiNbwhYZ5ug6QoHsyXDDGicerbJPSJxyhpFg2dmt4DyHV-d3K0Ro7fTuw-RgXNw9Fi9RwFnGaY3ypga50Xwh9yUt4-uc3vG80tU.m710_-ErbkbVsKB4aTjSFdadyKn8Gzrf113uCngdHCw&dib_tag=se&qid=1727752345&rnid=2941120011&s=electronics&sr=1-10&srs=24000582011&th=1,B000SUM0LO,https://www.amazon.com/product-reviews/B000SUM0LO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,five_star,Rob John,"Reviewed in the United Kingdom on November 10, 2016",wasn't sure what to expect - but this was a great buy!  saved me drilling walls again for all four screens.,2
"Ergotron – DS100 Quad Monitor Stand for Desk, Four Monitor VESA Mount – for 4 Monitors Up to 24 Inches, 0 to 31 lbs Each",479.00,"Broad compatibility: Fits four screens up to 24 inches diagonal and 31 pounds each; compatible with VESA patterns 75x75mm and 100x100mm
Compact design: Includes 28-inch pole, base, two paraview poles, four sliding monitor brackets and cable management hardware; install displays with 4-degree inward, outward, upward or downward off-set to optimize viewing
Ergonomic comfort: Supports four monitors positioned in a quad formation; customize how you tackle each project with 360 degrees of rotation to view monitors in portrait or landscape mode
Instant upgrade: Keep monitors steady from one low-profile, stable base that frees up more workspace; creates a neat work area with cable management; modular design is easy to customize with accessories
Durable by design: Extensive quality testing ensures your monitors stay stable and secure; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",4.2 out of 5 stars,45 ratings,https://www.amazon.com/Ergotron-33-324-200-DS100-Quad-Monitor-Stand/dp/B000SUM0LO/ref=sr_1_10?dib=eyJ2IjoiMSJ9.NWFyqGEVkTee2TwuHJroqpnPqab17m4my8yw49uJL198-ApepTjbJb23kcyMAgfI74m4XeLp7wf5XQZk0PvpZ-YTBx-zCO0u_aQOj6Y81IDumgjiFKRlcu3-GinBBPoGPYxC6lF98vBVTEu4N7p7EzYvynQNOi7ZokmXnC778vt-6xJnEfS456wKL0aC-VFryaDWq1UNtiNbwhYZ5ug6QoHsyXDDGicerbJPSJxyhpFg2dmt4DyHV-d3K0Ro7fTuw-RgXNw9Fi9RwFnGaY3ypga50Xwh9yUt4-uc3vG80tU.m710_-ErbkbVsKB4aTjSFdadyKn8Gzrf113uCngdHCw&dib_tag=se&qid=1727752345&rnid=2941120011&s=electronics&sr=1-10&srs=24000582011&th=1,B000SUM0LO,https://www.amazon.com/product-reviews/B000SUM0LO/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,five_star,AG,"Reviewed in the United Kingdom on December 10, 2014","Great product, good price. Highly recommended",2
"Ergotron – WorkFit-C Dual Monitor Mobile Standing Desk, Rolling Sit Stand Workstation – for 2 Monitors Up to 24 Inches, 6 to 14 lbs Each","1,159.00","Dual-monitor compatibility: Fits two screens up to 24 inches diagonal and 6 to 14 pounds each; compatible with VESA patterns 75x75mm and 100x100mm
On-demand height adjustment: Easily adjust from a sitting to standing position with 20 inches of worksurface lift plus 5 inches of independent screen height adjustment; adjusts smoothly from minimum surface height of 32 inches to maximum height of 52 inches; cart supports up to 32.5 pounds of total weight
Stable mobility: Premium dual-wheel, over-sized casters allow for confident, seamless movement over carpeted or hard-surfaced floors, thresholds and other varied terrain; front two casters lock in place for workstation stability; compact, light-weight design maneuvers into tight spaces
Room to work: 24 x 23-inch worksurface holds all your desktop essentials; large 26.3 x 9.4-inch ergonomic keyboard tray stows under the worksurface and easily accommodates a full-size keyboard and mouse; maintain an organized and functional workspace with included CPU holder and cable management storage box
Professional-grade quality: Extensive testing ensures your mobile cart performs reliably day after day; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",3.9 out of 5 stars,20 ratings,https://www.amazon.com/Ergotron-WorkFit-C-Sit-Stand-Workstation-24-214-085/dp/B005K96QKY/ref=sr_1_14?dib=eyJ2IjoiMSJ9.NWFyqGEVkTee2TwuHJroqpnPqab17m4my8yw49uJL198-ApepTjbJb23kcyMAgfI74m4XeLp7wf5XQZk0PvpZ-YTBx-zCO0u_aQOj6Y81IDumgjiFKRlcu3-GinBBPoGPYxC6lF98vBVTEu4N7p7EzYvynQNOi7ZokmXnC778vt-6xJnEfS456wKL0aC-VFryaDWq1UNtiNbwhYZ5ug6QoHsyXDDGicerbJPSJxyhpFg2dmt4DyHV-d3K0Ro7fTuw-RgXNw9Fi9RwFnGaY3ypga50Xwh9yUt4-uc3vG80tU.m710_-ErbkbVsKB4aTjSFdadyKn8Gzrf113uCngdHCw&dib_tag=se&qid=1727752345&rnid=2941120011&s=electronics&sr=1-14&srs=24000582011,B005K96QKY,https://www.amazon.com/product-reviews/B005K96QKY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,two_star,Thomas P.,"Reviewed in the United States on May 6, 2024","Interesting – so after a few years of good service a major part broken internally, a spring or something, and the company representative can’t service it, and suggested that I buy a new one. My answer of course was “why would I buy a product from a company that doesn’t service its own products? That’s pretty terrible customer service. Literally not an option.",-2
"Ergotron – WorkFit-C Dual Monitor Mobile Standing Desk, Rolling Sit Stand Workstation – for 2 Monitors Up to 24 Inches, 6 to 14 lbs Each","1,159.00","Dual-monitor compatibility: Fits two screens up to 24 inches diagonal and 6 to 14 pounds each; compatible with VESA patterns 75x75mm and 100x100mm
On-demand height adjustment: Easily adjust from a sitting to standing position with 20 inches of worksurface lift plus 5 inches of independent screen height adjustment; adjusts smoothly from minimum surface height of 32 inches to maximum height of 52 inches; cart supports up to 32.5 pounds of total weight
Stable mobility: Premium dual-wheel, over-sized casters allow for confident, seamless movement over carpeted or hard-surfaced floors, thresholds and other varied terrain; front two casters lock in place for workstation stability; compact, light-weight design maneuvers into tight spaces
Room to work: 24 x 23-inch worksurface holds all your desktop essentials; large 26.3 x 9.4-inch ergonomic keyboard tray stows under the worksurface and easily accommodates a full-size keyboard and mouse; maintain an organized and functional workspace with included CPU holder and cable management storage box
Professional-grade quality: Extensive testing ensures your mobile cart performs reliably day after day; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",3.9 out of 5 stars,20 ratings,https://www.amazon.com/Ergotron-WorkFit-C-Sit-Stand-Workstation-24-214-085/dp/B005K96QKY/ref=sr_1_14?dib=eyJ2IjoiMSJ9.NWFyqGEVkTee2TwuHJroqpnPqab17m4my8yw49uJL198-ApepTjbJb23kcyMAgfI74m4XeLp7wf5XQZk0PvpZ-YTBx-zCO0u_aQOj6Y81IDumgjiFKRlcu3-GinBBPoGPYxC6lF98vBVTEu4N7p7EzYvynQNOi7ZokmXnC778vt-6xJnEfS456wKL0aC-VFryaDWq1UNtiNbwhYZ5ug6QoHsyXDDGicerbJPSJxyhpFg2dmt4DyHV-d3K0Ro7fTuw-RgXNw9Fi9RwFnGaY3ypga50Xwh9yUt4-uc3vG80tU.m710_-ErbkbVsKB4aTjSFdadyKn8Gzrf113uCngdHCw&dib_tag=se&qid=1727752345&rnid=2941120011&s=electronics&sr=1-14&srs=24000582011,B005K96QKY,https://www.amazon.com/product-reviews/B005K96QKY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,three_star,Harold Kim,2022年5月7日 在美国审核,"The desk was fine. The mechanism that holds up the dual monitors was defective and the mounted screens just sagged and rested on the surface of the desk. If you have bad luck- you will 1) get a return label* 2) will need a huge vehicle or truck to transport the huge box that it came in 3) find out that the return label has the code CP on it (customer paid), 4) haul it all the way back home 5) will need to call the vendor who sold it to you and wait for their response to see if they will honor a cost free option due to the defect 6) print new label and haul back 7) because it is not an Amazon provided ship label 8) track the return manually outside of Amazon 9) confirm it was returned and 10) wait for refund. Sent via ground- still awaiting refund. It just gives me pause to buy anything you can't easily carry and return in the event of a defect. I've had Ergotron products before and found their items to be fairly solid- not this time. Bummer.",-2
"Ergotron – WorkFit-C Dual Monitor Mobile Standing Desk, Rolling Sit Stand Workstation – for 2 Monitors Up to 24 Inches, 6 to 14 lbs Each","1,159.00","Dual-monitor compatibility: Fits two screens up to 24 inches diagonal and 6 to 14 pounds each; compatible with VESA patterns 75x75mm and 100x100mm
On-demand height adjustment: Easily adjust from a sitting to standing position with 20 inches of worksurface lift plus 5 inches of independent screen height adjustment; adjusts smoothly from minimum surface height of 32 inches to maximum height of 52 inches; cart supports up to 32.5 pounds of total weight
Stable mobility: Premium dual-wheel, over-sized casters allow for confident, seamless movement over carpeted or hard-surfaced floors, thresholds and other varied terrain; front two casters lock in place for workstation stability; compact, light-weight design maneuvers into tight spaces
Room to work: 24 x 23-inch worksurface holds all your desktop essentials; large 26.3 x 9.4-inch ergonomic keyboard tray stows under the worksurface and easily accommodates a full-size keyboard and mouse; maintain an organized and functional workspace with included CPU holder and cable management storage box
Professional-grade quality: Extensive testing ensures your mobile cart performs reliably day after day; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",3.9 out of 5 stars,20 ratings,https://www.amazon.com/Ergotron-WorkFit-C-Sit-Stand-Workstation-24-214-085/dp/B005K96QKY/ref=sr_1_14?dib=eyJ2IjoiMSJ9.NWFyqGEVkTee2TwuHJroqpnPqab17m4my8yw49uJL198-ApepTjbJb23kcyMAgfI74m4XeLp7wf5XQZk0PvpZ-YTBx-zCO0u_aQOj6Y81IDumgjiFKRlcu3-GinBBPoGPYxC6lF98vBVTEu4N7p7EzYvynQNOi7ZokmXnC778vt-6xJnEfS456wKL0aC-VFryaDWq1UNtiNbwhYZ5ug6QoHsyXDDGicerbJPSJxyhpFg2dmt4DyHV-d3K0Ro7fTuw-RgXNw9Fi9RwFnGaY3ypga50Xwh9yUt4-uc3vG80tU.m710_-ErbkbVsKB4aTjSFdadyKn8Gzrf113uCngdHCw&dib_tag=se&qid=1727752345&rnid=2941120011&s=electronics&sr=1-14&srs=24000582011,B005K96QKY,https://www.amazon.com/product-reviews/B005K96QKY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,four_star,UberMoots,"Reviewed in the United States on December 23, 2015","Quality product for the price and built very well.  The packaging was incredible as it comes about 90% assembled and only takes a short time to complete.  Works perfectly and the monitors are eye level for me.. I am 6 foot 3 inches tall....My only reason for 4 stars was the 'wood' top was cracked on arrival, I contacted customer support and have received nothing.  Not really a big deal as I replaced the top with a custom piece of hardwood that is just a little larger and actually weighs less then the supplied one.  For the price I would have expected a bit more in terms of customer support - just hope nothing else breaks.",1
"Ergotron – WorkFit-C Dual Monitor Mobile Standing Desk, Rolling Sit Stand Workstation – for 2 Monitors Up to 24 Inches, 6 to 14 lbs Each","1,159.00","Dual-monitor compatibility: Fits two screens up to 24 inches diagonal and 6 to 14 pounds each; compatible with VESA patterns 75x75mm and 100x100mm
On-demand height adjustment: Easily adjust from a sitting to standing position with 20 inches of worksurface lift plus 5 inches of independent screen height adjustment; adjusts smoothly from minimum surface height of 32 inches to maximum height of 52 inches; cart supports up to 32.5 pounds of total weight
Stable mobility: Premium dual-wheel, over-sized casters allow for confident, seamless movement over carpeted or hard-surfaced floors, thresholds and other varied terrain; front two casters lock in place for workstation stability; compact, light-weight design maneuvers into tight spaces
Room to work: 24 x 23-inch worksurface holds all your desktop essentials; large 26.3 x 9.4-inch ergonomic keyboard tray stows under the worksurface and easily accommodates a full-size keyboard and mouse; maintain an organized and functional workspace with included CPU holder and cable management storage box
Professional-grade quality: Extensive testing ensures your mobile cart performs reliably day after day; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",3.9 out of 5 stars,20 ratings,https://www.amazon.com/Ergotron-WorkFit-C-Sit-Stand-Workstation-24-214-085/dp/B005K96QKY/ref=sr_1_14?dib=eyJ2IjoiMSJ9.NWFyqGEVkTee2TwuHJroqpnPqab17m4my8yw49uJL198-ApepTjbJb23kcyMAgfI74m4XeLp7wf5XQZk0PvpZ-YTBx-zCO0u_aQOj6Y81IDumgjiFKRlcu3-GinBBPoGPYxC6lF98vBVTEu4N7p7EzYvynQNOi7ZokmXnC778vt-6xJnEfS456wKL0aC-VFryaDWq1UNtiNbwhYZ5ug6QoHsyXDDGicerbJPSJxyhpFg2dmt4DyHV-d3K0Ro7fTuw-RgXNw9Fi9RwFnGaY3ypga50Xwh9yUt4-uc3vG80tU.m710_-ErbkbVsKB4aTjSFdadyKn8Gzrf113uCngdHCw&dib_tag=se&qid=1727752345&rnid=2941120011&s=electronics&sr=1-14&srs=24000582011,B005K96QKY,https://www.amazon.com/product-reviews/B005K96QKY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,five_star,Nerraga,"Reviewed in the United States on December 13, 2013","It's very sturdy and the build quality is great. I had to pick up the laptop/monitor part separately since it wasn't available at the time I'd made this purchase and really needed it, but one monitor with a laptop works just fine as it is. It was easy to unpack and put together (it ships 90% constructed).I've always wanted a standing desk but wasn't really satisfied with the either the home-rolled ikea hacks that are out there nor with the size of some solutions like the GeekDesk. This is perfect. It's fairly compact and easy to push out of the way when necessary. The price is a little high, but it's a quality product and well worth it. I also really appreciate the ergonomics of it too.",2
"Ergotron – WorkFit-C Dual Monitor Mobile Standing Desk, Rolling Sit Stand Workstation – for 2 Monitors Up to 24 Inches, 6 to 14 lbs Each","1,159.00","Dual-monitor compatibility: Fits two screens up to 24 inches diagonal and 6 to 14 pounds each; compatible with VESA patterns 75x75mm and 100x100mm
On-demand height adjustment: Easily adjust from a sitting to standing position with 20 inches of worksurface lift plus 5 inches of independent screen height adjustment; adjusts smoothly from minimum surface height of 32 inches to maximum height of 52 inches; cart supports up to 32.5 pounds of total weight
Stable mobility: Premium dual-wheel, over-sized casters allow for confident, seamless movement over carpeted or hard-surfaced floors, thresholds and other varied terrain; front two casters lock in place for workstation stability; compact, light-weight design maneuvers into tight spaces
Room to work: 24 x 23-inch worksurface holds all your desktop essentials; large 26.3 x 9.4-inch ergonomic keyboard tray stows under the worksurface and easily accommodates a full-size keyboard and mouse; maintain an organized and functional workspace with included CPU holder and cable management storage box
Professional-grade quality: Extensive testing ensures your mobile cart performs reliably day after day; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",3.9 out of 5 stars,20 ratings,https://www.amazon.com/Ergotron-WorkFit-C-Sit-Stand-Workstation-24-214-085/dp/B005K96QKY/ref=sr_1_14?dib=eyJ2IjoiMSJ9.NWFyqGEVkTee2TwuHJroqpnPqab17m4my8yw49uJL198-ApepTjbJb23kcyMAgfI74m4XeLp7wf5XQZk0PvpZ-YTBx-zCO0u_aQOj6Y81IDumgjiFKRlcu3-GinBBPoGPYxC6lF98vBVTEu4N7p7EzYvynQNOi7ZokmXnC778vt-6xJnEfS456wKL0aC-VFryaDWq1UNtiNbwhYZ5ug6QoHsyXDDGicerbJPSJxyhpFg2dmt4DyHV-d3K0Ro7fTuw-RgXNw9Fi9RwFnGaY3ypga50Xwh9yUt4-uc3vG80tU.m710_-ErbkbVsKB4aTjSFdadyKn8Gzrf113uCngdHCw&dib_tag=se&qid=1727752345&rnid=2941120011&s=electronics&sr=1-14&srs=24000582011,B005K96QKY,https://www.amazon.com/product-reviews/B005K96QKY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,five_star,Tricia Baker,"Reviewed in the United States on June 3, 2015",I looked at this desk for months. I've had it for two weeks and I love standing.  I am using an exercise ball when I sit. It was easy to put together and easy to use. I haven't figured out the desk adjustment needed when equipment is added. I am using my laptop without the second monitor and I plan on order the conversion kit soon. In the meantime It's slightly harder to raise and lower the desk but it's still doable. I love this desk and wish I ordered it a long time ago. It's not as ugly as I thought it would be either. Nice quality.,2
"Ergotron – WorkFit-C Dual Monitor Mobile Standing Desk, Rolling Sit Stand Workstation – for 2 Monitors Up to 24 Inches, 6 to 14 lbs Each","1,159.00","Dual-monitor compatibility: Fits two screens up to 24 inches diagonal and 6 to 14 pounds each; compatible with VESA patterns 75x75mm and 100x100mm
On-demand height adjustment: Easily adjust from a sitting to standing position with 20 inches of worksurface lift plus 5 inches of independent screen height adjustment; adjusts smoothly from minimum surface height of 32 inches to maximum height of 52 inches; cart supports up to 32.5 pounds of total weight
Stable mobility: Premium dual-wheel, over-sized casters allow for confident, seamless movement over carpeted or hard-surfaced floors, thresholds and other varied terrain; front two casters lock in place for workstation stability; compact, light-weight design maneuvers into tight spaces
Room to work: 24 x 23-inch worksurface holds all your desktop essentials; large 26.3 x 9.4-inch ergonomic keyboard tray stows under the worksurface and easily accommodates a full-size keyboard and mouse; maintain an organized and functional workspace with included CPU holder and cable management storage box
Professional-grade quality: Extensive testing ensures your mobile cart performs reliably day after day; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
",3.9 out of 5 stars,20 ratings,https://www.amazon.com/Ergotron-WorkFit-C-Sit-Stand-Workstation-24-214-085/dp/B005K96QKY/ref=sr_1_14?dib=eyJ2IjoiMSJ9.NWFyqGEVkTee2TwuHJroqpnPqab17m4my8yw49uJL198-ApepTjbJb23kcyMAgfI74m4XeLp7wf5XQZk0PvpZ-YTBx-zCO0u_aQOj6Y81IDumgjiFKRlcu3-GinBBPoGPYxC6lF98vBVTEu4N7p7EzYvynQNOi7ZokmXnC778vt-6xJnEfS456wKL0aC-VFryaDWq1UNtiNbwhYZ5ug6QoHsyXDDGicerbJPSJxyhpFg2dmt4DyHV-d3K0Ro7fTuw-RgXNw9Fi9RwFnGaY3ypga50Xwh9yUt4-uc3vG80tU.m710_-ErbkbVsKB4aTjSFdadyKn8Gzrf113uCngdHCw&dib_tag=se&qid=1727752345&rnid=2941120011&s=electronics&sr=1-14&srs=24000582011,B005K96QKY,https://www.amazon.com/product-reviews/B005K96QKY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,five_star,Garmin 800 fan,"Reviewed in the United States on January 24, 2015","Excellent workstation for my home office.  Mechanism to switch from seating to standing position is easy and works flawless.  Quality is top notch and it's made from sturdy materials, which makes it quite heavy.  However, in my case it's excellent to know that my toddler can't push it over.  The desk is very solid, after 3 years of usage, no scratches nor chips.  It's build to last your entire working career.  I use a desktop + laptop configuration.  The desktop attaches well to the back of the Ergotron through a bracket, which makes it easy to move it around.  The workstation itself takes very little space, since the table is quite small, but it just doesn't matter since your working on 3 levels, keyboard stand, table, and monitors are separate.",2
